tweet_no	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label	tweet_text
490	no					no	no	The Bureau of the Independent Program @niepodlegla and the stars of музика #music remind us👇 that we are always #together💪🏻and #togetherwe can deal with the difficult situation❗🎶 #stayhome #solidarity 🇵🇱 #EUsolidarity #everythingwillbefine #aalleswirdgut #stayhome #staysafe https: /t.co/nw92AkcgwT
491	no					no	no	For another, a hidden pandemic. https://t.co/bCQlN5O24H
492	no					no	no	Day five of life with COVID. The patient is fine. Isolated on teferich, without missing anything. I&#39;m not sure if I should open the door to see if there&#39;s a red cross on it. Because at the entrance of the block a neighbor has put a big sheet, I quote Crown Danger. https://t.co/TG6c6bT5Mh
493	yes	no	yes	no	no	no	no	297 are the new cases of Covid-19, 10 of them are in Burgas https://t.co/IxGgc4YLNw
494	no					no	no	It seems that things will be serious https://t.co/Q1Fx98Lur5
495	no					no	no	Scientists compile disinformation map for COVID-19 https://t.co/uPgm1V1bKX
496	yes	no	yes	no	no	no	no	The European Union will finance the fight against COVID-19 under the Horizon 2020 program https://t.co/xMmKimxZ9E
497	no					no	no	Mutual support will allow us to survive this difficult period and will accelerate the end of the crisis related to #COVID ー 19 - statement by Deputy Minister @marcin_przydacz at the solemn presentation of donations with the participation of the Spanish Ambassador to Poland @SanabriaFJ https: // t.co/9cJ3JPLBAE
498	yes	no	yes	no	no	no	no	Thanks to the joint campaign of @EU_Commission and @GlblCtzn, € 6.15 billion has been added to #GlobalGoalUnite for equal access to treatment, diagnosis and vaccine for # COVID19! The total amount is now almost € 16 billion. More at: https://t.co/traAlgnlvW #UnitedAgainstCoronavirus https://t.co/6e4vBk5Bap
499	no					no	no	&quot;Today the flowers smell. Today the flowers are dancing. Today flowers dream. Today the flowers celebrate ... “Smiling and colorful Flower Garden! # flower # name day # Flower Garden # Vrabnitsa #Apriltsi #nature #holiday #guesthouse #relax #spring #flowers #PalmSunday #StaySafe #StayHome #stayhome #Flowerhousehttps
500	yes	no	yes	no	no	no	no	119 people have been newly diagnosed with COVID-19 in the past 24 hours https://t.co/RHWW7AwjPy
501	no					no	no	Four pairs of tracksuits is my luggage for moving from the village to Halloween https://t.co/jqK7m3gnFA
502	yes	no	yes	no	no	no	no	According to a new survey commissioned by the EP and conducted in the second half of June 2020, almost seven out of ten respondents (68%) want a stronger EU role in fighting the crisis. In Bulgaria this share is 74%. #coronavirus Details: https://t.co/xpZ34uVFAu https://t.co/ZtwWYUNAGE
503	no					no	no	The reasons are the difficulties caused by the pandemic with # COVID19 https://t.co/0xR76MYgxp
504	no					no	no	LET&#39;S FINALLY SOMETHING GOOD https://t.co/ohJ6fJjYAv
505	no					no	no	What lessons can we learn from the #coronavirus pandemic? 📋 @Analysis of @EU_ScienceHub recommends a combination of measures to deal with this type of crisis in the future. ➡️https: //t.co/0mOESivCiC https://t.co/NCH5HNk6vB
506	no					no	no	Smart India Hackathon has become a vital forum for ideas and innovation. Naturally, this time our youth will focus on the world after COVID in their innovations, along with the ways to create Aatmanirbhar Bharat. https://t.co/TSOY8QV4Dn
507	no					no	no	Two Cambridge professors, David Runciman and Helen Thompson, talk endlessly engagingly, approachably and with a sense of humor - about the state of emergency, democracy, economics, statistical tricks at Covid-19, books, ideas, etc. 2/3
508	no					no	no	There is nothing to watch, a toulup after quarantine 😂😂😂 #boxing #Quarantine https://t.co/tVeRSxf2lH
509	yes	yes	yes	no	yes	no	no	Loss of sense of smell may be the only symptom of COVID-19 https://t.co/UmnmYJrDuC https://t.co/TDVpgHLSHq
510	yes	yes	yes	no	no	no	no	Without fear of COVID-19, thousands of Britons filled the beaches https://t.co/NL4tas6eoG
511	no					no	no	Instead of the Nazi virus is not dangerous because it kills mainly the elderly and the sick, it is better to calm down with: No matter how old we are and what other diseases we have, even if we get infected, we are many times more likely to recover than to we will die. https://t.co/2HJU4j5hul
512	no					no	no	I want to meet a guy who invented the so-called conspiracy # COVID19 and tell him thank you, dude, you are the greatest manager in the universe!
513	no					no	no	It&#39;s funny at first sight, it&#39;s so sad, it&#39;s tragic ... https://t.co/SDb783JJtH
514	no					no	no	The other day, or so, a round idiot was explaining how those who jumped on Bill Gates and chipping through the vaccination against Kovid were not anti-wax. Interesting, but the rest of the world doesn&#39;t seem to see things that way, but they do see the problem they can create. You see. https://t.co/qLFozQGlip
515	yes	no	yes	no	no	no	no	The owner of Twitter will donate $ 1 billion to fight COVID-19 https://t.co/dZGHRyTXCf
516	no					no	no	Sao Paulo Stadium Italy, Campania, Napoli, Afragola, Corso Italia https://t.co/fueeMPT80G ⛰🏟
517	no					no	no	(Latest data from the Headquarters for COVID-19 in our country as of April 2 in the morning) from Zarata - News - https://t.co/G0ay4MK8p4 #news #VentsislavMutafchiiski #coronavirusbulgarians https://t.co/iZWjllRvrv
518	yes	no	yes	no	no	no	no	At least 1/3 of the world&#39;s students do not have access to distance learning in closed schools due to COVID-19, according to a new UNICEF report. More about the report➡️ https://t.co/G8ylsrlIAN #ForEvery Child Education https://t.co/tGICmwXCNh
519	no					no	no	Yesterday, the EU reaffirmed its strong support for the European future of #WesternBalkans, incl. its full solidarity in responding to the #coronavirus threat in the region. 🇦🇱🇷🇸🇲🇰🇽🇰🇲🇪🇧🇦 The full text of the Zagreb Declaration can be read here 👉 https://t.co/x0LwYsMyDo https://t.co/cO9ZQNdH8z
520	yes	no	yes	no	no	no	no	&quot;Solidarity among Europeans in the context of # Covid19 saved lives. Nearly 200 French patients were admitted from Germany, Switzerland, Luxembourg and Austria. We have supplied medical supplies to several countries, including Italy. ”President E. Macron https://t.co/7B1PXplbIX
521	no					no	no	Is this what awaits us: unemployment, inequality and total control https://t.co/c6Aj5X7MZ8 https://t.co/uJo3es5cL5
522	no					no	no	.Zornitsa visited the hospital due to allergy of flowering lindens A young woman visited the hospital ... https://t.co/o9vAAE0e8o
523	no					no	no	# CoVid19 is like horns - some have it, others will have it, and others will never know they had it. # AlienLocation
524	yes	no	yes	no	no	no	no	Only the Czech Republic and Slovakia declare a state of emergency in Europe because of COVID-19 https://t.co/E66KNc06Va
525	no					no	no	Track the number of cases of (infected and died of) coronavirus in the world in real time HERE: https://t.co/la8pSPfrYk #coronavirus #Bulgaria #worldwide #statistics #data #officialdata #worldmeter #coronameter #coronavirus #COVID19 #kovid19 # crown # Bulgaria # world # statistics https://t.co/LxSwdxSoDw
526	yes	no	yes	no	no	no	no	The European Parliament has called for urgent action to protect the health, safety and fair working conditions of cross-border and seasonal workers during the COVID-19 pandemic: https://t.co/uivpQqd0HD https://t.co/57cMDqIrYc
527	yes	no	yes	no	no	no	no	A 57-year-old man with COVID-19 died at the Kyustendil hospital https://t.co/PXMPZa0sPr
528	no					no	no	And you thought that Ivaylo Penchev from Waltopia was the biggest ass. https://t.co/uW5T1mUf63
529	no					no	no	📢Current statistics and graphs of the distribution of COVID-19 in Bulgaria 🇧🇬 https://t.co/aPzOBhofI6 https://t.co/Uqt3RxULgG
530	yes	no	yes	no	no	no	no	Real estate market analysis: Buyers expect a 30% drop in prices, but no drop https://t.co/vu5Lu7oASg
531	no					no	no	Our new episode, in which @Tangerrinka, @ lubodomo and @ifichev talk about Football, how to take samples for Covid and we hope @hristo7yanev will listen to us and visit us someday. https://t.co/zFrWFD0z9r
532	no					no	no	Fox and I solve a puzzle and watch annewithane #stayhome #quarantine #quarantinelife #stayhome #staysafe #puzzle #Netflix https://t.co/nI2me08A27
533	yes	no	yes	no	no	no	no	The temporary framework for state aid, which the EC introduced due to the economic effect of #coronavirus, also helps Bulgaria. К 🇪🇺 The EC has approved a loan guarantee scheme of BGN 500 million to help Bulgarian SMEs overcome the crisis. 👉 https://t.co/IBgupqfzhP https://t.co/23K1hfal8f
534	yes	no	yes	no	no	no	no	Through his blog &quot;Science and Critical Thinking&quot; Dr. Yordan Stefanov is trying to make more people doubt everything and ask more questions. In recent weeks, he has also focused on fake news about the coronavirus. # ЕвропаСрещуCOVID19 https://t.co/NR2OrQIKgC
535	no					no	no	Europe between the measured risk and the beginning of the summer tourist season in the conditions of COVID-19 https://t.co/IsxGvb5kRO
536	no					no	no	Quite a logical proposal from the people who invented the Bulgarian version of &quot;all inclusive&quot;, the five-star hotels where you do not clean every day and sunbeds for 60 levs. To lie to foreigners, what are the consequences does not matter https://t.co/92kWAkPfQq
537	no					no	no	I haven&#39;t licked this COVID-19 for three or four months. Otherwise ... I drink alcohol!
538	no					no	no	Evgeni Yordanov, Partner &amp; Chief Digital Officer of @cloudcartcom: https://t.co/2u9pmcfsMN @eYordanov, #TechInfluencer, will share his point of view in the discussion &quot;The IT sector in COVID-19 mode&quot; - part 2 #Manager, #ITIndustry, #Business, #Software https://t.co/Yh1zJXxfv6
539	yes	no	yes	no	no	no	no	Oktoberfest 2020 - the heart of Munich, Bavaria, and perhaps Germany, has been canceled. For its 210-year history (since 1810) Oktoberfest was canceled only during the First World War, &#39;23 -&#39;24 - due to hyper-inflation and during the Second World War. war. https://t.co/qeQXMT1RPW
540	no					no	no	In the latest issue. of Literary Journal 📰 you can read the text of Olga Tokarchuk @ tokarczukolga_-The window. The translation is by Milena Mileva 🙏 according to a post on the author&#39;s FB. # останивкъщи # zajednoщесесправим # zajedno # solidarity🇵🇱 #EUsolidarity # COVID19 #wszystkobedziedobrze https://t.co/w8I75zX6fo
541	no					no	no	I will just leave this here: my analysis of COVID-19 for Bulgaria ... And I will add: beware. Wash your hands carefully, use a disinfectant gel, wear masks when you are in * closed * spaces with many other people. Politicians will not protect you, nor will doctors. https://t.co/TzZWYH8TkQ
542	no					no	no	Believe that we can do it! All together we will deal with the threat, say junior ambassadors of the EP from the First Sofia University St. Seven Numbers ”- Targovishte, in the Youth in Europe campaign against Covid-19. See their messages: https://t.co/tbEJ5L1Lc5 #EuropeAgainstCOVID19
543	no					no	no	I understand that it is not pleasant for anyone to be hindered in their work, but it is not the people of culture who are the most affected in order to constantly discuss the possible problems of this industry. That even our actors can use their children for appeals. They were also speculative. #coronavirus
544	no					no	no	The Bulgarian MEP from GERB / EPP Dr. @andreykovatchev for the European Fund for Recovery after # COVID19 &quot;It is important to know that this money is fresh money that is on the normal budget of the European Union 🇪🇺&quot; ℹ️ See more in the video „ https://t.co/FO5AgBbkf5
545	no					no	no	The priceless during the Crown virus ... 😱 https://t.co/6NESZENCvR
546	yes	no	yes	no	no	no	no	We want to guarantee access to the # COVID19 vaccine for all Europeans. 👍 Successful talks with @CureVacRNA for a preliminary contract for the purchase of a future vaccine. The EC has already signed a similar agreement with @AstraZeneca. Talks are underway with Johnson &amp; Johnson and Sanofi-GSK. https://t.co/7xO3QCGGJE
547	yes	no	yes	no	no	no	no	Europe wants to train an &quot;army&quot; of medics for the second wave of COVID-19 https://t.co/xQ8AyYneyF
548	yes	no	yes	no	no	no	no	Heb. countries open their borders and apply. for follow-up are part of the measures to continue the fight against Covid19. The EP called for the voluntary use of these annexes. and full compliance with data protection and confidentiality legislation. https://t.co/jHzvjzN8eT https://t.co/4vjjAEH9Tj
549	yes	no	yes	no	no	no	no	List of reference hospitals in Bulgaria in cases of coronavirus, as well as other medical institutions that are on standby according to information from the Bulgarian Ministry of Health. # COVID2019 # COVID19 # covid19bulgaria https://t.co/se5RF1g6dz
550	yes	no	yes	no	no	no	no	Over BGN 70,000 have been transferred to the donation account of the Municipality of Stara Zagora for the fight against the coronavirus https://t.co/6aiNdS9Px9
551	no					no	no	The European Parliament will discuss and vote on additional EU measures to combat the COVID-19 pandemic and its consequences. Watch live from 10 a.m .: https://t.co/Idtf6qXLD4 More about the extraordinary meeting can be found here: https://t.co/J3TbSCtHVx #EuropeAgainstCOVID19 https://t.co/fo566oOz5O
